Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
        |               0               1               2               3               4               5               6               7               8               9
--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     89 | ( 76,173)= 2897 ( 71,173)=    0 ( 71,173)=    0 ( 62,173)=    0 ( 57,172)=    0 ( 52,172)=    0 ( 48,172)=    0 ( 43,172)=    0 ( 39,172)=    0 ( 34,171)=    0 
     90 | (138, 88)= 2814 (136, 88)=    0 (136, 88)=    0 (131, 88)=    0 (129, 87)=    0 (127, 87)=    0 (125, 87)=    0 (123, 87)=    0 (121, 87)=    0 (119, 87)=    0 
     91 | ( 88,213)= 2768 ( 83,213)=    0 ( 83,213)=    0 ( 74,212)=    0 ( 70,212)=    0 ( 66,212)=    0 ( 61,211)=    0 ( 57,211)=    0 ( 53,211)=    0 ( 49,211)=    0 
     92 | (184, 87)= 2712 (182, 87)=    0 (182, 87)=    0 (177, 87)=    0 (175, 87)=    0 (172, 86)=    0 (170, 84)=    0 (168, 83)=    0 (166, 82)=    0 (164, 81)=    0 
     93 | ( 52,140)= 2658 ( 47,140)=    0 ( 47,140)=    0 ( 38,139)=    0 ( 33,139)=    0 ( 28,139)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
     94 | (245,101)= 2561 (241,100)=    0 (241,100)=    0 (234, 99)=    0 (231, 98)=    0 (227, 98)=    0 (224, 97)=    0 (220, 96)=    0 (217, 96)=    0 (214, 96)=    0 
     95 | (226, 40)= 2561 (224, 40)=    0 (224, 40)=    0 (220, 40)=    0 (218, 40)=    0 (216, 40)=    0 (214, 40)=    0 (212, 40)=    0 (210, 40)=    0 (208, 40)=    0 
     96 | ( 82,198)= 2527 ( 77,198)=    0 ( 77,198)=    0 ( 68,197)=    0 ( 63,197)=    0 ( 58,197)=    0 ( 54,196)=    0 ( 49,196)=    0 ( 45,196)=    0 ( 40,196)=    0 
     97 | (215,190)= 2506 (210,190)=    0 (210,190)=    0 (199,190)=    0 (194,190)=    0 (189,190)=    0 (184,190)=    0 (179,190)=    0 (173,190)=    0 (168,190)=    0 
     98 | (169,129)= 2406 (165,129)=    0 (165,129)=    0 (158,130)=    0 (154,130)=    0 (150,130)=    0 (147,130)=    0 (143,130)=    0 (140,130)=    0 (136,130)=    0 
     99 | (134,197)= 2403 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
    100 | (193,117)= 2375 (190,117)=    0 (190,117)=    0 (183,117)=    0 (180,117)=    0 (177,118)=    0 (174,118)=    0 (171,118)=    0 (168,118)=    0 (164,118)=    0 
    101 | (124, 42)= 2350 (121, 42)=    0 (121, 42)=    0 (116, 42)=    0 (113, 42)=    0 (110, 42)=    0 (108, 42)=    0 (105, 42)=    0 (103, 42)=    0 (100, 42)=    0 
    102 | ( 64,171)= 2213 ( 59,171)=    0 ( 59,171)=    0 ( 50,170)=    0 ( 45,170)=    0 ( 40,170)=    0 ( 35,170)=    0 ( 31,169)=    0 ( 26,169)=    0 ( -1, -1)=   -4 
    103 | (135,108)= 2210 (132,108)=    0 (132,108)=    0 (127,107)=    0 (124,107)=    0 (122,107)=    0 (119,107)=    0 (117,107)=    0 (114,106)=    0 (111,106)=    0 
    104 | (264,191)= 2172 (261,192)=    0 (261,192)=    0 (255,193)=    0 (252,193)=    0 (248,194)=    0 (245,194)=    0 (241,195)=    0 (237,195)=    0 (233,196)=    0 
    105 | (247,214)= 2154 (242,214)=    0 (242,214)=    0 (232,214)=    0 (227,214)=    0 (221,214)=    0 (216,215)=    0 (211,215)=    0 (206,215)=    0 (201,215)=    0 
    106 | (253,125)= 2117 (249,125)=    0 (249,125)=    0 (242,125)=    0 (239,125)=    0 (237,125)=    0 (235,125)=    0 (232,124)=    0 (230,124)=    0 (228,124)=    0 
    107 | (154,140)= 2109 (150,140)=    0 (150,140)=    0 (143,140)=    0 (140,140)=    0 (136,140)=    0 (132,140)=    0 (129,139)=    0 (126,139)=    0 (122,139)=    0 
    108 | (108, 58)= 2070 (105, 58)=    0 (105, 58)=    0 (100, 58)=    0 ( 97, 59)=    0 ( 95, 59)=    0 ( 92, 59)=    0 ( 90, 59)=    0 ( 88, 59)=    0 ( 85, 59)=    0 
    109 | (134,168)= 2068 (131,168)=    0 (131,168)=    0 (126,168)=    0 (123,168)=    0 (120,168)=    0 (117,168)=    0 (114,168)=    0 (110,168)=    0 (107,168)=    0 
    110 | (274,125)= 2008 (272,125)=    0 (272,125)=    0 (268,125)=    0 (265,125)=    0 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 ( -1, -1)=   -5 
    111 | (108, 40)= 1968 (105, 40)=    0 (105, 40)=    0 (100, 40)=    0 ( 97, 40)=    0 ( 94, 40)=    0 ( 92, 40)=    0 ( 89, 40)=    0 ( 87, 40)=    0 ( 84, 40)=    0 
    112 | (131,133)= 1936 (128,133)=    0 (128,133)=    0 (123,133)=    0 (120,132)=    0 (117,132)=    0 (115,132)=    0 (112,132)=    0 (110,132)=    0 (107,131)=    0 
    113 | ( 56,161)= 1899 ( 51,161)=    0 ( 51,161)=    0 ( 42,160)=    0 ( 37,160)=    0 ( 32,160)=    0 ( 27,160)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
    114 | ( 78,116)= 1717 ( 73,116)=    0 ( 73,116)=    0 ( 63,116)=    0 ( 59,116)=    0 ( 54,115)=    0 ( 49,115)=    0 ( 45,115)=    0 ( 40,115)=    0 ( 35,115)=    0 
